Order Number ,Order Date,SKU ID,Warehouse ID,Customer Type,Order Quantity,Unit Sale Price,Revenue,,,,,
SO - 042022,22-Jun-22,3180BA,AXW291,Wholesale,5.024522106,30,151,,,,,
SO - 042023,22-Jun-22,1281BA,AXW291,Wholesale,0.096853068,139500,13511,,,,,
SO - 042024,22-Jun-22,1296CA,NXH382,Distributor,3.751970848,30,113,,,,,
SO - 042025,22-Jun-22,1283CA,AXW291,Distributor,0.0569263,98333.33,5598,,,,,
SO - 042026,22-Jun-22,2267CA,GUT930,Distributor,5.894669051,1896.44,11179,,,,,
SO - 042027,22-Jun-22,3178CA,AXW291,Wholesale,0.467340865,26000,12151,,,,,
SO - 042028,22-Jun-22,1688CA,NXH382,Distributor,3.680405669,30,110,,,,,
SO - 042029,22-Jun-22,2336BA,GUT930,Wholesale,79.79189128,7.92068,632,,,,,
SO - 042030,22-Jun-22,1244AA,GUT930,Distributor,1330.794388,60,79848,,,,,
SO - 042031,23-Jun-22,3016BA,AXW291,Wholesale,0.883212437,20005.8,17669,,,,,
SO - 042032,23-Jun-22,1244AA,AXW291,Distributor,4349.045463,60,260943,,,,,
SO - 042033,23-Jun-22,3264CA,AXW291,Wholesale,0.622827695,30,19,,,,,
SO - 042034,23-Jun-22,3271CA,AXW291,Wholesale,1.140119029,34.5,39,,,,,
SO - 042035,23-Jun-22,2267CA,AXW291,Distributor,7.806291051,1896.44,14804,,,,,
SO - 042036,23-Jun-22,3533CA,AXW291,Wholesale,900,0.64377,579,,,,,
SO - 042037,23-Jun-22,2930CA,FLR025,Distributor,15,20.00833,300,,,,,
SO - 042038,23-Jun-22,1956AA,FLR025,Wholesale,1,573.09,573,,,,,
SO - 042039,23-Jun-22,2212AA,NXH382,Wholesale,1,747.405,747,,,,,
SO - 042040,23-Jun-22,3619CA,AXW291,Wholesale,30,0.7455,22,,,,,
SO - 042041,23-Jun-22,1993AA,GUT930,Wholesale,265,83.75125,22194,,,,,
SO - 042042,23-Jun-22,2876CA,GUT930,Wholesale,1,427.425,427,,,,,
SO - 042043,23-Jun-22,1624AA,NXH382,Distributor,10,722.101,7221,,,,,
SO - 042044,23-Jun-22,1116CA,AXW291,Distributor,100,32.8,3280,,,,,
SO - 042045,23-Jun-22,1907AA,FLR025,Wholesale,2,6617.42,13235,,,,,
SO - 042046,23-Jun-22,1255CA,FLR025,Wholesale,2,84500,169000,,,,,
SO - 042047,23-Jun-22,3025CA,AXW291,Wholesale,5,1092.5,5463,,,,,
SO - 042048,23-Jun-22,2458CA,NXH382,Wholesale,105,6.83263,717,,,,,
SO - 042049,23-Jun-22,2988AA,AXW291,Distributor,1,9261,9261,,,,,
SO - 042050,23-Jun-22,1601AA,FLR025,Wholesale,3,918.403,2755,,,,,
SO - 042051,23-Jun-22,3407CA,GUT930,Distributor,3,1017.592,3053,,,,,
SO - 042052,23-Jun-22,1956CA,NXH382,Wholesale,2,1250,2500,,,,,
SO - 042053,23-Jun-22,1330CA,GUT930,Export,1,6000,6000,,,,,
SO - 042054,23-Jun-22,3590BA,NXH382,Wholesale,4,115.085,460,,,,,
SO - 042055,23-Jun-22,3404CA,AXW291,Distributor,40,396.54,15862,,,,,
SO - 042056,23-Jun-22,2763CA,FLR025,Distributor,743,10.08731,7495,,,,,
SO - 042057,23-Jun-22,1992AA,AXW291,Wholesale,280,586.3916,164190,,,,,
SO - 042058,23-Jun-22,2515BA,AXW291,Wholesale,286,90,25740,,,,,
SO - 042059,23-Jun-22,1163CA,AXW291,Distributor,30,94.66425,2840,,,,,
SO - 042060,23-Jun-22,2331CA,AXW291,Wholesale,100,210.12419,21012,,,,,
SO - 042061,23-Jun-22,2025AA,AXW291,Distributor,20,442.805,8856,,,,,
SO - 042062,23-Jun-22,1970CA,AXW291,Distributor,1,244.928,245,,,,,
SO - 042063,23-Jun-22,3551CA,AXW291,Wholesale,250,7.06831,1767,,,,,
SO - 042064,23-Jun-22,2291AA,GUT930,Export,124,18.75596,2326,,,,,
SO - 042065,23-Jun-22,1497CA,AXW291,Wholesale,80,16.71828,1337,,,,,
SO - 042066,23-Jun-22,2044CA,AXW291,Wholesale,10,740.82,7408,,,,,
SO - 042067,23-Jun-22,1624CA,NXH382,Wholesale,3,1531.377,4594,,,,,
SO - 042068,23-Jun-22,3420AA,AXW291,Export,2,17.255,35,,,,,
SO - 042069,23-Jun-22,1163CA,NXH382,Distributor,55,94.66425,5207,,,,,
SO - 042070,23-Jun-22,3358BA,AXW291,Distributor,1,1363.64,1364,,,,,
SO - 042071,23-Jun-22,3399AA,GUT930,Distributor,5,194.753,974,,,,,
SO - 042072,23-Jun-22,3365CA,NXH382,Wholesale,7,13.3248,93,,,,,
SO - 042073,23-Jun-22,2670CA,GUT930,Wholesale,6,4550,27300,,,,,
SO - 042074,24-Jun-22,2418CA,NXH382,Wholesale,1652.341437,5.8,9584,,,,,
SO - 042075,24-Jun-22,1672AA,FLR025,Wholesale,9.204766823,30,276,,,,,
SO - 042076,24-Jun-22,3178CA,AXW291,Wholesale,0.133322253,26000,3466,,,,,
SO - 042077,24-Jun-22,1826AA,NXH382,Wholesale,6.107925564,30,183,,,,,
SO - 042078,24-Jun-22,1672AA,NXH382,Wholesale,3.351454645,30,101,,,,,
SO - 042079,24-Jun-22,3264CA,FLR025,Distributor,4.914352163,30,147,,,,,
SO - 042080,24-Jun-22,1857AA,NXH382,Distributor,6.397847758,30,192,,,,,
SO - 042081,24-Jun-22,3205AA,AXW291,Wholesale,0.319012654,76300,24341,,,,,
SO - 042082,24-Jun-22,1468AA,NXH382,Distributor,4.904322486,30,147,,,,,
SO - 042083,24-Jun-22,1373BA,AXW291,Distributor,0.390540313,30,12,,,,,
SO - 042084,24-Jun-22,1326AA,AXW291,Wholesale,0.549924505,30,16,,,,,
SO - 042085,24-Jun-22,3038BA,GUT930,Export,0.01244407,1300,16,,,,,
SO - 042086,24-Jun-22,1764AA,AXW291,Wholesale,1.196419999,325,389,,,,,
SO - 042087,24-Jun-22,1321BA,GUT930,Distributor,2.284749218,30,69,,,,,
SO - 042088,24-Jun-22,3205AA,AXW291,Distributor,0.789012269,76300,60202,,,,,
SO - 042089,24-Jun-22,1819AA,GUT930,Wholesale,5.998428666,30,180,,,,,
SO - 042090,24-Jun-22,1745BA,NXH382,Wholesale,3.044406795,175,533,,,,,
SO - 042091,24-Jun-22,1317BA,AXW291,Wholesale,1.460148444,30,44,,,,,
SO - 042092,24-Jun-22,1571AA,GUT930,Distributor,1.872115513,320,599,,,,,
SO - 042093,24-Jun-22,3178CA,NXH382,Export,0.502815456,26000,13073,,,,,
SO - 042094,24-Jun-22,1196AA,FLR025,Export,2.124165036,30,64,,,,,
SO - 042095,24-Jun-22,1681CA,AXW291,Distributor,23.89496739,93,2222,,,,,
SO - 042096,24-Jun-22,2539AA,AXW291,Export,5.131736074,30,154,,,,,
SO - 042097,24-Jun-22,1857AA,FLR025,Distributor,3.496286487,30,105,,,,,
SO - 042098,24-Jun-22,3180BA,AXW291,Wholesale,9.161268973,30,275,,,,,
SO - 042099,24-Jun-22,1826AA,NXH382,Wholesale,4.929186721,30,148,,,,,
SO - 042100,24-Jun-22,1876AA,GUT930,Distributor,1.539127634,22919,35275,,,,,
SO - 042101,24-Jun-22,1390BA,AXW291,Export,8.915339653,30,267,,,,,
SO - 042102,24-Jun-22,1857AA,AXW291,Wholesale,8.908998832,30,267,,,,,
SO - 042103,24-Jun-22,1373BA,FLR025,Wholesale,8.472369107,30,254,,,,,
SO - 042104,24-Jun-22,3038BA,AXW291,Wholesale,1.632506314,1300,2122,,,,,
SO - 042105,24-Jun-22,1468AA,AXW291,Wholesale,3.622683091,30,109,,,,,
SO - 042106,24-Jun-22,1876AA,AXW291,Wholesale,0.16436875,22919,3767,,,,,
SO - 042107,24-Jun-22,1741BA,NXH382,Wholesale,0.143115461,1450,208,,,,,
SO - 042108,24-Jun-22,3239AA,AXW291,Distributor,4.5138973,687.5,3103,,,,,
SO - 042109,24-Jun-22,1295CA,AXW291,Export,1.281903187,175000,224333,,,,,
SO - 042110,24-Jun-22,3264CA,AXW291,Wholesale,6.151067705,30,185,,,,,
SO - 042111,24-Jun-22,2565CA,NXH382,Wholesale,43.98670288,463.03583,20367,,,,,
SO - 042112,24-Jun-22,1321BA,AXW291,Distributor,0.507404748,30,15,,,,,
SO - 042113,24-Jun-22,1206BA,GUT930,Wholesale,33.51726448,236.62475,7931,,,,,
SO - 042114,24-Jun-22,2539AA,GUT930,Wholesale,1.440645346,30,43,,,,,
SO - 042115,24-Jun-22,2143AA,FLR025,Distributor,5.158360414,30,155,,,,,
SO - 042116,24-Jun-22,1374CA,AXW291,Distributor,0.066634836,30,2,,,,,
SO - 042117,25-Jun-22,3271CA,FLR025,Distributor,0.946892436,34.5,33,,,,,
SO - 042118,25-Jun-22,3126BA,NXH382,Wholesale,0.963268072,30,29,,,,,
SO - 042119,25-Jun-22,3180BA,AXW291,Export,4.230929906,30,127,,,,,
SO - 042120,25-Jun-22,2539AA,AXW291,Wholesale,9.065119687,30,272,,,,,
SO - 042121,25-Jun-22,2422BA,AXW291,Wholesale,789.2968602,49.9,39386,,,,,
SO - 042122,25-Jun-22,1367CA,NXH382,Wholesale,0.843266642,22000,18552,,,,,
SO - 042123,25-Jun-22,2458CA,AXW291,Wholesale,2199.448545,6.83263,15028,,,,,
SO - 042124,25-Jun-22,2096AA,AXW291,Distributor,5.514531783,30,165,,,,,
SO - 042125,25-Jun-22,1819AA,AXW291,Distributor,0.297265812,30,9,,,,,
SO - 042126,25-Jun-22,3264CA,GUT930,Distributor,9.940960752,30,298,,,,,
SO - 042127,25-Jun-22,1745BA,GUT930,Wholesale,2.357681478,175,413,,,,,
SO - 042128,25-Jun-22,1842BA,AXW291,Export,0.453921367,6548.29,2972,,,,,
SO - 042129,25-Jun-22,1745BA,AXW291,Export,2.998463019,175,525,,,,,
SO - 042130,25-Jun-22,1373BA,GUT930,Wholesale,9.959487479,30,299,,,,,
SO - 042131,25-Jun-22,1367CA,GUT930,Wholesale,0.368385544,22000,8104,,,,,
SO - 042132,25-Jun-22,3038BA,AXW291,Wholesale,0.208747393,1300,271,,,,,
SO - 042133,25-Jun-22,1283CA,AXW291,Distributor,0.67900544,98333.33,66769,,,,,
SO - 042134,25-Jun-22,1811CA,NXH382,Wholesale,0.403569635,30,12,,,,,
SO - 042135,25-Jun-22,1767CA,AXW291,Distributor,4.550697221,30,137,,,,,
SO - 042136,25-Jun-22,1857AA,AXW291,Wholesale,4.032022521,30,121,,,,,
SO - 042137,25-Jun-22,1842BA,AXW291,Wholesale,1.798790714,6548.29,11779,,,,,
SO - 042138,25-Jun-22,1681CA,AXW291,Wholesale,21.54971495,93,2004,,,,,
SO - 042139,25-Jun-22,3551CA,GUT930,Wholesale,200,7.06831,1414,,,,,
SO - 042140,25-Jun-22,2814BA,AXW291,Distributor,288,50.49535,14543,,,,,
SO - 042141,25-Jun-22,1009AA,GUT930,Wholesale,51,28.76326,1467,,,,,
SO - 042142,25-Jun-22,1206BA,NXH382,Wholesale,131,236.62475,30998,,,,,
SO - 042143,25-Jun-22,2229CA,AXW291,Wholesale,5,751,3755,,,,,
SO - 042144,25-Jun-22,1582CA,GUT930,Wholesale,1,550,550,,,,,
SO - 042145,25-Jun-22,3407CA,NXH382,Distributor,20,1017.592,20352,,,,,
SO - 042146,25-Jun-22,3512AA,NXH382,Wholesale,4000,0.10295,412,,,,,
SO - 042147,25-Jun-22,1584BA,AXW291,Distributor,1,425,425,,,,,
SO - 042148,25-Jun-22,2060AA,AXW291,Distributor,12,1101.15,13214,,,,,
SO - 042149,25-Jun-22,1382CA,AXW291,Distributor,9,613.52125,5522,,,,,
SO - 042150,25-Jun-22,3619CA,AXW291,Distributor,4940,0.7455,3683,,,,,
SO - 042151,25-Jun-22,1317CA,GUT930,Wholesale,1,4908.7,4909,,,,,
SO - 042152,25-Jun-22,2956AA,FLR025,Wholesale,2,12.02259,24,,,,,
SO - 042153,25-Jun-22,2293AA,GUT930,Export,129,12.73097,1642,,,,,
SO - 042154,25-Jun-22,2013AA,AXW291,Distributor,45,143.8402,6473,,,,,
SO - 042155,25-Jun-22,2501CA,AXW291,Distributor,319,35.12175,11204,,,,,
SO - 042156,25-Jun-22,1956CA,AXW291,Distributor,1,1250,1250,,,,,
SO - 042157,25-Jun-22,2501CA,GUT930,Export,525,35.12175,18439,,,,,
SO - 042158,25-Jun-22,2564BA,AXW291,Wholesale,151,309.205,46690,,,,,
SO - 042159,25-Jun-22,3616CA,GUT930,Wholesale,4,433.1,1732,,,,,
SO - 042160,26-Jun-22,2956AA,AXW291,Export,4,12.02259,48,,,,,
SO - 042161,26-Jun-22,3495CA,GUT930,Wholesale,20,39.835,797,,,,,
SO - 042162,26-Jun-22,3160BA,AXW291,Export,4,270.909,1084,,,,,
SO - 042163,26-Jun-22,2016CA,AXW291,Export,20,267.32395,5346,,,,,
SO - 042164,26-Jun-22,1967BA,AXW291,Wholesale,122.5,178.65,21885,,,,,
SO - 042165,26-Jun-22,1163CA,AXW291,Wholesale,55,94.66425,5207,,,,,
SO - 042166,26-Jun-22,3345AA,GUT930,Distributor,50,31.06467,1553,,,,,
SO - 042167,26-Jun-22,1971AA,GUT930,Export,5,321.9469,1610,,,,,
SO - 042168,26-Jun-22,3420AA,AXW291,Export,1,17.255,17,,,,,
SO - 042169,26-Jun-22,1130AA,GUT930,Distributor,180,17.26609,3108,,,,,
SO - 042170,26-Jun-22,2923CA,AXW291,Wholesale,10,20.18857,202,,,,,
SO - 042171,26-Jun-22,1445BA,AXW291,Distributor,1,1291.865,1292,,,,,
SO - 042172,26-Jun-22,3143CA,AXW291,Export,4,47.764,191,,,,,
SO - 042173,26-Jun-22,2139BA,GUT930,Wholesale,1,2032.85,2033,,,,,
SO - 042174,26-Jun-22,1145BA,AXW291,Distributor,25,85.30066,2133,,,,,
SO - 042175,26-Jun-22,3193AA,NXH382,Distributor,1,1425,1425,,,,,
SO - 042176,26-Jun-22,3180BA,AXW291,Export,5.569513268,30,167,,,,,
SO - 042177,26-Jun-22,1420CA,NXH382,Distributor,9.429917433,30,283,,,,,
SO - 042178,26-Jun-22,1488CA,AXW291,Distributor,4.074763172,30,122,,,,,
SO - 042179,26-Jun-22,2539AA,FLR025,Export,2.647030038,30,79,,,,,
SO - 042180,26-Jun-22,1420CA,GUT930,Wholesale,6.110676024,30,183,,,,,
SO - 042181,26-Jun-22,3178CA,GUT930,Distributor,0.398282057,26000,10355,,,,,
SO - 042182,26-Jun-22,1902BA,AXW291,Wholesale,2.474401356,30,74,,,,,
SO - 042183,26-Jun-22,2336BA,NXH382,Distributor,144.2862459,7.92068,1143,,,,,
SO - 042184,26-Jun-22,2117BA,AXW291,Distributor,0.782378739,2424,1896,,,,,
SO - 042185,26-Jun-22,2458CA,AXW291,Distributor,2138.3821,6.83263,14611,,,,,
SO - 042186,26-Jun-22,1468AA,AXW291,Distributor,5.735729481,30,172,,,,,
SO - 042187,26-Jun-22,1488CA,AXW291,Distributor,9.314921154,30,279,,,,,
SO - 042188,26-Jun-22,1698CA,AXW291,Wholesale,0.484045527,30,15,,,,,
SO - 042189,26-Jun-22,1321BA,AXW291,Export,3.560245614,30,107,,,,,
SO - 042190,26-Jun-22,1767CA,GUT930,Wholesale,1.829512165,30,55,,,,,
SO - 042191,26-Jun-22,1281BA,NXH382,Wholesale,0.482619557,139500,67325,,,,,
SO - 042192,26-Jun-22,3075BA,FLR025,Wholesale,21.54432927,31,668,,,,,
SO - 042193,26-Jun-22,1902BA,GUT930,Wholesale,2.928713398,30,88,,,,,
SO - 042194,26-Jun-22,1764AA,FLR025,Wholesale,0.043231372,325,14,,,,,
SO - 042195,26-Jun-22,1295CA,AXW291,Export,1.494882841,175000,261604,,,,,
SO - 042196,26-Jun-22,1688CA,GUT930,Export,9.698421901,30,291,,,,,
SO - 042197,26-Jun-22,1902BA,AXW291,Wholesale,6.452678932,30,194,,,,,
SO - 042198,26-Jun-22,3271CA,AXW291,Wholesale,0.502979773,34.5,17,,,,,
SO - 042199,26-Jun-22,1826AA,GUT930,Wholesale,8.241935918,30,247,,,,,
SO - 042200,26-Jun-22,3178CA,NXH382,Wholesale,0.221205524,26000,5751,,,,,
SO - 042201,26-Jun-22,2267CA,NXH382,Wholesale,1.267966037,1896.44,2405,,,,,
SO - 042202,26-Jun-22,1315BA,AXW291,Wholesale,3.625194551,30,109,,,,,
SO - 042203,27-Jun-22,1811CA,AXW291,Wholesale,4.822768443,30,145,,,,,
SO - 042204,27-Jun-22,3264CA,AXW291,Export,7.327217379,30,220,,,,,
SO - 042205,27-Jun-22,1317BA,GUT930,Wholesale,9.754603283,30,293,,,,,
SO - 042206,27-Jun-22,3249CA,GUT930,Export,4.608756572,320,1475,,,,,
SO - 042207,27-Jun-22,3271CA,GUT930,Wholesale,0.710745541,34.5,25,,,,,
SO - 042208,27-Jun-22,1434BA,AXW291,Wholesale,2.586339358,30,78,,,,,
SO - 042209,27-Jun-22,1672AA,AXW291,Distributor,3.221905638,30,97,,,,,
SO - 042210,27-Jun-22,3264CA,AXW291,Wholesale,9.107278187,30,273,,,,,
SO - 042211,27-Jun-22,3239AA,FLR025,Distributor,9.161384508,687.5,6298,,,,,
SO - 042212,27-Jun-22,1741BA,GUT930,Distributor,0.327739059,1450,475,,,,,
SO - 042213,27-Jun-22,3205AA,AXW291,Wholesale,0.02232225,76300,1703,,,,,
SO - 042214,27-Jun-22,1283CA,NXH382,Distributor,0.435962814,98333.33,42870,,,,,
SO - 042215,27-Jun-22,1571AA,NXH382,Export,0.328094439,320,105,,,,,
SO - 042216,27-Jun-22,3205AA,GUT930,Export,0.880295838,76300,67167,,,,,
SO - 042217,27-Jun-22,2473CA,AXW291,Distributor,1765.434648,5.95,10504,,,,,
SO - 042218,27-Jun-22,3271CA,AXW291,Wholesale,1.269076901,34.5,44,,,,,
SO - 042219,27-Jun-22,1390BA,AXW291,Distributor,9.447410905,30,283,,,,,
SO - 042220,27-Jun-22,1315BA,GUT930,Wholesale,8.935140031,30,268,,,,,
SO - 042221,27-Jun-22,2143AA,AXW291,Wholesale,2.181254426,30,65,,,,,
SO - 042222,27-Jun-22,3016BA,NXH382,Wholesale,0.975486508,20005.8,19515,,,,,
SO - 042223,27-Jun-22,1767CA,GUT930,Wholesale,2.993331944,30,90,,,,,
SO - 042224,27-Jun-22,2365AA,AXW291,Wholesale,9.916557958,30,297,,,,,
SO - 042225,27-Jun-22,1206BA,AXW291,Wholesale,51.47687161,236.62475,12181,,,,,
SO - 042226,27-Jun-22,3249CA,NXH382,Distributor,0.910375583,320,291,,,,,
SO - 042227,27-Jun-22,3239AA,GUT930,Distributor,0.068869013,687.5,47,,,,,
SO - 042228,27-Jun-22,1830AA,AXW291,Wholesale,8.04256545,30,241,,,,,
SO - 042229,27-Jun-22,3239AA,NXH382,Wholesale,7.628668179,687.5,5245,,,,,
SO - 042230,27-Jun-22,1764AA,GUT930,Export,2.747846864,325,893,,,,,
SO - 042231,27-Jun-22,1326AA,NXH382,Distributor,0.039498033,30,1,,,,,
SO - 042232,27-Jun-22,3249CA,AXW291,Export,2.773435472,320,887,,,,,
SO - 042233,27-Jun-22,3180BA,FLR025,Wholesale,2.785065749,30,84,,,,,
SO - 042234,27-Jun-22,3271CA,AXW291,Distributor,0.967530924,34.5,33,,,,,
SO - 042235,27-Jun-22,3178CA,AXW291,Wholesale,0.167682144,26000,4360,,,,,
SO - 042236,27-Jun-22,1741BA,NXH382,Distributor,0.752340803,1450,1091,,,,,
SO - 042237,27-Jun-22,1367CA,AXW291,Wholesale,0.91430505,22000,20115,,,,,
SO - 042238,27-Jun-22,2803BA,AXW291,Wholesale,126,42.48576,5353,,,,,
SO - 042239,27-Jun-22,3345AA,NXH382,Wholesale,8,31.06467,249,,,,,
SO - 042240,27-Jun-22,1479CA,GUT930,Wholesale,1,385.5625,386,,,,,
SO - 042241,27-Jun-22,3365CA,NXH382,Wholesale,5,13.3248,67,,,,,
SO - 042242,27-Jun-22,2970CA,AXW291,Wholesale,2,512.205,1024,,,,,
SO - 042243,27-Jun-22,1995AA,AXW291,Wholesale,55,100.57182,5531,,,,,
SO - 042244,27-Jun-22,2483BA,NXH382,Wholesale,1680,1.875,3150,,,,,
SO - 042245,27-Jun-22,2060AA,GUT930,Distributor,2,1101.15,2202,,,,,
SO - 042246,28-Jun-22,2078CA,AXW291,Distributor,344,1129.24,388459,,,,,
SO - 042247,28-Jun-22,3053AA,GUT930,Wholesale,23,40.87148,940,,,,,
SO - 042248,28-Jun-22,3193AA,GUT930,Wholesale,1,1425,1425,,,,,
SO - 042249,28-Jun-22,1234BA,NXH382,Distributor,88,498,43824,,,,,
SO - 042250,28-Jun-22,2935BA,FLR025,Wholesale,3,23.495,70,,,,,
SO - 042251,28-Jun-22,3423CA,AXW291,Distributor,2,29.555,59,,,,,
SO - 042252,28-Jun-22,2876CA,GUT930,Wholesale,1,427.425,427,,,,,
SO - 042253,28-Jun-22,3143CA,FLR025,Distributor,5,47.764,239,,,,,
SO - 042254,28-Jun-22,2935BA,NXH382,Wholesale,9,23.495,211,,,,,
SO - 042255,28-Jun-22,2498CA,NXH382,Wholesale,1,117.17,117,,,,,
SO - 042256,28-Jun-22,1971AA,AXW291,Wholesale,320,321.9469,103023,,,,,
SO - 042257,28-Jun-22,1499AA,NXH382,Wholesale,690,14.22359,9814,,,,,
SO - 042258,28-Jun-22,1317CA,GUT930,Export,1,4908.7,4909,,,,,
SO - 042259,28-Jun-22,3075AA,NXH382,Distributor,2,60.38,121,,,,,
SO - 042260,28-Jun-22,1255CA,NXH382,Wholesale,1,84500,84500,,,,,
SO - 042261,28-Jun-22,2925CA,AXW291,Wholesale,13,48,624,,,,,
SO - 042262,28-Jun-22,3551CA,AXW291,Wholesale,750,7.06831,5301,,,,,
SO - 042263,28-Jun-22,1126CA,NXH382,Export,4267,32.8,139958,,,,,
SO - 042264,28-Jun-22,1379CA,AXW291,Distributor,7,490.18125,3431,,,,,
SO - 042265,28-Jun-22,3448CA,NXH382,Wholesale,18,6.5255,117,,,,,
SO - 042266,28-Jun-22,3404CA,AXW291,Distributor,6,396.54,2379,,,,,
SO - 042267,28-Jun-22,1479CA,NXH382,Distributor,4,385.5625,1542,,,,,
SO - 042268,28-Jun-22,1970CA,AXW291,Wholesale,1,244.928,245,,,,,
SO - 042269,28-Jun-22,3462AA,NXH382,Distributor,50,4.1,205,,,,,
SO - 042270,28-Jun-22,1308BA,AXW291,Wholesale,0.443073327,30,13,,,,,
SO - 042271,28-Jun-22,3264CA,GUT930,Wholesale,6.809055288,30,204,,,,,
SO - 042272,28-Jun-22,1488CA,NXH382,Wholesale,3.613205677,30,108,,,,,
SO - 042273,28-Jun-22,1308BA,GUT930,Distributor,1.899895881,30,57,,,,,
SO - 042274,28-Jun-22,3249CA,AXW291,Wholesale,1.77073832,320,567,,,,,
SO - 042275,28-Jun-22,1798AA,AXW291,Distributor,4.175960308,375,1566,,,,,
SO - 042276,28-Jun-22,1488CA,AXW291,Wholesale,0.899057549,30,27,,,,,
SO - 042277,28-Jun-22,2418CA,AXW291,Wholesale,10417.04082,5.8,60419,,,,,
SO - 042278,28-Jun-22,3007CA,AXW291,Wholesale,0.208178826,18832.33,3920,,,,,
SO - 042279,28-Jun-22,1819AA,FLR025,Distributor,9.443815057,30,283,,,,,
SO - 042280,28-Jun-22,3007CA,NXH382,Wholesale,2.61594233,18832.33,49264,,,,,
SO - 042281,28-Jun-22,1390BA,AXW291,Wholesale,0.449823624,30,13,,,,,
SO - 042282,28-Jun-22,3239AA,AXW291,Wholesale,9.217230349,687.5,6337,,,,,
SO - 042283,28-Jun-22,2422BA,GUT930,Distributor,1720.162692,49.9,85836,,,,,
SO - 042284,28-Jun-22,1688CA,NXH382,Distributor,7.266900591,30,218,,,,,
SO - 042285,28-Jun-22,3239AA,AXW291,Distributor,6.337721401,687.5,4357,,,,,
SO - 042286,28-Jun-22,1830AA,GUT930,Export,3.155658514,30,95,,,,,
SO - 042287,28-Jun-22,2096AA,NXH382,Wholesale,2.625631968,30,79,,,,,
SO - 042288,28-Jun-22,1281BA,AXW291,Wholesale,0.634704444,139500,88541,,,,,
SO - 042289,29-Jun-22,1902BA,NXH382,Distributor,4.705143443,30,141,,,,,
SO - 042290,29-Jun-22,3006CA,GUT930,Distributor,1.622244172,30,49,,,,,
SO - 042291,29-Jun-22,2422BA,GUT930,Wholesale,337.2644744,49.9,16829,,,,,
SO - 042292,29-Jun-22,2267CA,NXH382,Wholesale,5.655348825,1896.44,10725,,,,,
SO - 042293,29-Jun-22,1488CA,GUT930,Export,3.497795264,30,105,,,,,
SO - 042294,29-Jun-22,1830AA,GUT930,Export,1.694127649,30,51,,,,,
SO - 042295,29-Jun-22,1584BA,AXW291,Distributor,0.389261531,425,165,,,,,
SO - 042296,29-Jun-22,1767CA,AXW291,Wholesale,2.186889238,30,66,,,,,
SO - 042297,29-Jun-22,2143AA,AXW291,Distributor,7.529493224,30,226,,,,,
SO - 042298,29-Jun-22,3239AA,NXH382,Wholesale,9.171739069,687.5,6306,,,,,
SO - 042299,29-Jun-22,3271CA,FLR025,Distributor,1.099544546,34.5,38,,,,,
SO - 042300,29-Jun-22,1420CA,AXW291,Wholesale,7.671114363,30,230,,,,,
SO - 042301,29-Jun-22,2267CA,GUT930,Wholesale,7.41579667,1896.44,14064,,,,,
SO - 042302,29-Jun-22,1819AA,AXW291,Wholesale,4.230674603,30,127,,,,,
SO - 042303,29-Jun-22,3006CA,GUT930,Wholesale,3.056420982,30,92,,,,,
SO - 042304,29-Jun-22,2528CA,AXW291,Distributor,1590.725718,21,33405,,,,,
SO - 042305,29-Jun-22,3264CA,GUT930,Wholesale,3.46275411,30,104,,,,,
SO - 042306,29-Jun-22,3126BA,AXW291,Wholesale,4.54042479,30,136,,,,,
SO - 042307,29-Jun-22,3264CA,NXH382,Wholesale,3.796027222,30,114,,,,,
SO - 042308,29-Jun-22,2371CA,AXW291,Wholesale,6301.154211,3.44,21676,,,,,
SO - 042309,29-Jun-22,2473CA,AXW291,Distributor,2684.020865,5.95,15970,,,,,
SO - 042310,29-Jun-22,1766CA,AXW291,Wholesale,9.017157703,30,271,,,,,
SO - 042311,29-Jun-22,1876AA,FLR025,Wholesale,1.866617617,22919,42781,,,,,
SO - 042312,29-Jun-22,1830AA,NXH382,Wholesale,8.53837176,30,256,,,,,
SO - 042313,29-Jun-22,2391CA,GUT930,Wholesale,28473.96785,0.75915,21616,,,,,
SO - 042314,29-Jun-22,1624AA,FLR025,Wholesale,2,722.101,1444,,,,,
SO - 042315,29-Jun-22,1116CA,NXH382,Export,1000,32.8,32800,,,,,
SO - 042316,29-Jun-22,2767AA,AXW291,Wholesale,324,147.86565,47908,,,,,
SO - 042317,29-Jun-22,2501CA,NXH382,Wholesale,430,35.12175,15102,,,,,
SO - 042318,29-Jun-22,2021CA,AXW291,Wholesale,3,295.27467,886,,,,,
SO - 042319,29-Jun-22,1385CA,AXW291,Wholesale,17,1781.5475,30286,,,,,
SO - 042320,29-Jun-22,2041CA,GUT930,Distributor,2,648.42,1297,,,,,
SO - 042321,29-Jun-22,2337CA,GUT930,Distributor,1419,1.72706,2451,,,,,
SO - 042322,29-Jun-22,3494AA,AXW291,Wholesale,60,3.5,210,,,,,
SO - 042323,29-Jun-22,3125AA,NXH382,Wholesale,5,119.136,596,,,,,
SO - 042324,29-Jun-22,2876CA,GUT930,Wholesale,1,427.425,427,,,,,
SO - 042325,29-Jun-22,1009AA,FLR025,Export,150,28.76326,4314,,,,,
SO - 042326,29-Jun-22,2396CA,AXW291,Distributor,2122,0.7646,1622,,,,,
